ED3052	https://northwestern.box.com/shared/static/7g78k1nnydkfaok5k230a1korlgap91r.bam	https://northwestern.box.com/shared/static/c2zlvfi1sksadj8uv2pfyohkg7cgomxp.bai			
JU1213	https://northwestern.box.com/shared/static/boy5rb9ljt2jrq2ijz1r5y8n8ufmzuxt.bam	https://northwestern.box.com/shared/static/tusa5qmzrh4uynt1jixtif4wl4098e7m.bai			
JU1212	https://northwestern.box.com/shared/static/al47hrs7de5mrav6k0kslhnmvn6cbzy4.bam	https://northwestern.box.com/shared/static/i0zmu0iiz062w5np64fbyhgjpvymo26l.bai			
JU258	https://northwestern.box.com/shared/static/k65aamu38geqzc9q1ec9j95jsakvg38d.bam	https://northwestern.box.com/shared/static/01lwov6t4ujdcr9nwjorx4kai3krfj9c.bai			
JU393	https://northwestern.box.com/shared/static/qgwclg45r45yks6t601okwbwj5ceo8j5.bam	https://northwestern.box.com/shared/static/26gmo6zmadx3xl17dawygp0mss92ysao.bai			
JU394	https://northwestern.box.com/shared/static/wppuddyt2y1c7jk7pi1dzdv1yr8h4q6z.bam	https://northwestern.box.com/shared/static/ymwe5euzw6cpax25z230v1f12fep76mv.bai			
JU397	https://northwestern.box.com/shared/static/9a6fcnicep0zolx9yhupqjkecsgj9sdu.bam	https://northwestern.box.com/shared/static/hgpneg88y3gi5af6bj8tf64171koo2ki.bai			
JU310	https://northwestern.box.com/shared/static/77owqrh4586husuby2ac03e17jyqx2gp.bam	https://northwestern.box.com/shared/static/hsd6uf2hd8bxp4v90h20gp8opdllyf0l.bai			
JU311		https://northwestern.box.com/shared/static/ou4z0yuj13dnyaphvyj06zmr50sgbzv6.bai			
JU312	https://northwestern.box.com/shared/static/4475f99q6phbj5k6knujfrp3tlpwydhe.bam	https://northwestern.box.com/shared/static/n4667raaev5kp2nl10nc3r2djbtv31ra.bai			
CX11307	https://northwestern.box.com/shared/static/k6ldxqx1pnoday1ja4el6zn2zlm0fzcl.bam	https://northwestern.box.com/shared/static/2knxe0m91tucqc8xpga9j4ewigqnvx6u.bai			
CB4858	https://northwestern.box.com/shared/static/8vnzn6hovlyodxzve2xn0n1flenlgeqm.bam	https://northwestern.box.com/shared/static/fy6dgw88mtj8zyb9imv6lurzgve3jqom.bai			
MY1		https://northwestern.box.com/shared/static/9hhg047xzyyxfxs3i12h0dyll3up6hw0.bai			
